video,rally_id,gt_frame,gt_action,gt_tid,cand_frame,target_offset,dc_at,dc_max,dc_max_off,vel_at,vel_max,vel_min,vel_min_off,pre_vel,post_vel,vel_ratio,wrist_at_cand,wrist_min,wrist_min_off,elbow_at_cand,elbow_min,elbow_min_off,bbox_at_cand,bbox_min,bbox_min_off,act_SERVE,act_RECEIVE,act_SET,act_ATTACK,act_DIG,act_BLOCK
jojo,09e5fb6d-1b82-44e9-b40d-4337afc5c695,254,ATTACK,1,253,1,74.72953742502496,74.72953742502496,0,0.018277745168792166,0.03696445457292352,0.01547691920783276,13,0.02915638198432214,0.027051398987533233,0.9278036967028079,-1.0,-1.0,0,-1.0,-1.0,0,0.08710783746044781,0.039468462008945764,11,0,0,0,1,0,0
jojo,09e5fb6d-1b82-44e9-b40d-4337afc5c695,267,DIG,4,253,14,74.72953742502496,74.72953742502496,0,0.018277745168792166,0.03696445457292352,0.01547691920783276,13,0.02915638198432214,0.027051398987533233,0.9278036967028079,-1.0,-1.0,0,-1.0,-1.0,0,0.08710783746044781,0.039468462008945764,11,0,0,0,0,1,0
jojo,36d3aa2c-96ce-4e25-b1f3-39ad687c48a8,111,SERVE,1,104,7,159.43889086738096,162.17091466457302,2,0.005255721439970874,0.21044119630152272,0.0007461203792765508,-14,0.011333965916276346,0.010331450644573087,0.9115477072095673,-1.0,-1.0,0,-1.0,-1.0,0,0.3304529926133579,0.019477746545728012,-13,1,0,0,0,0,0
jojo,d81b3be0-b158-4a65-b11c-78bb8f6a15af,137,SERVE,,136,1,109.24849131686753,164.51778728540378,-7,0.023646951946442032,0.03115579801017679,0.0033562825395428504,-5,0.010687162509267156,0.009736712259913164,0.9110661741570947,-1.0,-1.0,0,-1.0,-1.0,0,0.18803401979529352,0.16833091439247252,2,1,0,0,0,0,0
jojo,d81b3be0-b158-4a65-b11c-78bb8f6a15af,169,RECEIVE,,170,-1,144.8517336222423,144.8517336222423,0,0.01870030986298124,0.01870030986298124,0.0025449954862402403,6,0.005549956682247262,0.013356029391798125,2.4065105651221166,-1.0,-1.0,0,-1.0,-1.0,0,0.03485093290351409,0.031491885228120846,11,0,1,0,0,0,0
jojo,efe1f9d7-9a8c-4519-b372-a2615c778156,139,RECEIVE,1,140,-1,178.69155370250567,179.7943952488205,1,0.00710365329141607,0.026261515722265594,0.0038082130038006733,15,0.015029293189789225,0.01415363294574714,0.9417364321139865,-1.0,-1.0,0,-1.0,-1.0,0,0.03435781168675623,0.03435781168675623,0,0,1,0,0,0,0
jojo,efe1f9d7-9a8c-4519-b372-a2615c778156,106,SERVE,,104,2,122.92198429194866,166.51658157087036,-1,0.039751315605243254,0.10702607788569315,0.0021417492621943817,-7,0.010399174529002027,0.09186986887907687,8.83434243966798,-1.0,-1.0,0,-1.0,-1.0,0,0.06378068355366776,0.06378068355366776,0,1,0,0,0,0,0
jojo,e72d0cbc-9076-42af-9a9c-738baa7e1bc2,309,ATTACK,3,308,1,162.52049359509806,162.52049359509806,0,0.004954559803408575,0.031283454914658324,0.0015734944855059138,15,0.011447679033377279,0.017728639044059837,1.5486666766572994,-1.0,-1.0,0,-1.0,-1.0,0,0.08024995781387266,0.07245690302393001,1,0,0,0,1,0,0
jojo,b953e242-e50c-4264-a796-77bb8457d3a1,114,SERVE,1,112,2,98.4774909417627,150.77926503694206,-7,0.02899857175020974,0.041907247993986735,0.004730973591669314,-8,0.030626394955638746,0.041907247993986735,1.3683376073053295,-1.0,-1.0,0,-1.0,-1.0,0,0.2445556102432568,0.16596022772069494,2,1,0,0,0,0,0
matttch,d724bbf0-bd0c-44e8-93d5-135aa07df5a1,136,SET,1,134,2,178.88385853089991,178.88385853089991,0,0.010504074191049135,0.0433408466986262,0.0019386948673122551,13,0.030746040518926893,0.03337609560870421,1.0855412614238338,-1.0,-1.0,0,-1.0,-1.0,0,0.06767296541808168,0.06767296541808168,0,0,0,1,0,0,0
matttch,d724bbf0-bd0c-44e8-93d5-135aa07df5a1,181,ATTACK,2,189,-8,178.88762798825186,178.88762798825186,0,0.0059221996061724165,0.48928797523451556,0.0012820842099886761,1,0.0072862594274762955,0.12411089575637815,17.03355432121442,-1.0,-1.0,0,-1.0,-1.0,0,0.08351669422392831,0.04825825499651517,-4,0,0,0,1,0,0
matttch,d724bbf0-bd0c-44e8-93d5-135aa07df5a1,200,DIG,,189,11,178.88762798825186,178.88762798825186,0,0.0059221996061724165,0.48928797523451556,0.0012820842099886761,1,0.0072862594274762955,0.12411089575637815,17.03355432121442,-1.0,-1.0,0,-1.0,-1.0,0,0.08351669422392831,0.04825825499651517,-4,0,0,0,0,1,0
matttch,d724bbf0-bd0c-44e8-93d5-135aa07df5a1,226,ATTACK,,225,1,162.4908097829265,169.2001655501338,-1,0.025543688164498406,0.02982160324481751,0.001419404318958969,-15,0.009145492696097548,0.010261164232571996,1.121991408614925,-1.0,-1.0,0,-1.0,-1.0,0,0.04317517473491278,0.04317517473491278,0,0,0,0,1,0,0
yeye,3262960a-89fb-4f3d-8f0d-fb933ecee6de,567,DIG,2,559,8,167.8859601277599,172.79090087465883,-1,0.003639537782175417,0.013348085029534646,0.0015248392275533898,10,0.012490673068309819,0.003639537782175417,0.29138043740887876,-1.0,-1.0,0,-1.0,-1.0,0,0.08714657319008898,0.0855956212423167,-1,0,0,0,0,1,0
yeye,3262960a-89fb-4f3d-8f0d-fb933ecee6de,647,SET,4,655,-8,176.82188976978878,178.66843275947664,4,0.0466278978757124,0.05067108371334344,0.003198935561497097,-5,0.004247969264690279,0.020302862020293327,4.779427711272204,-1.0,-1.0,0,-1.0,-1.0,0,0.0660258292749729,0.0660258292749729,0,0,0,1,0,0,0
yeye,3262960a-89fb-4f3d-8f0d-fb933ecee6de,740,ATTACK,2,741,-1,171.25151706059097,176.6475765774949,8,0.015233220881662252,0.050541613483977704,0.002340065480346634,2,0.02740667550405472,0.0066465215787923524,0.24251469602028247,-1.0,-1.0,0,-1.0,-1.0,0,0.0876652863635444,0.0876652863635444,0,0,0,0,1,0,0
mochi,675413bb-b582-4500-88bd-932450f2d42d,295,ATTACK,2,290,5,68.99693795828766,179.05514530338607,1,0.024068700600018252,0.143026455291255,0.0016704568491474952,-15,0.024688338683272165,0.13425775709146198,5.438104151675045,-1.0,-1.0,0,-1.0,-1.0,0,0.13053351903819793,0.0864238915091652,2,0,0,0,1,0,0
jojo,c5fda2c2-735a-44b2-8415-da32f2b452e0,129,SERVE,4,119,10,114.30180689001084,114.30180689001084,0,0.005624391241509005,0.06059473074845318,0.005624391241509005,0,0.011324932255412173,0.007381592715207941,0.6518001652222056,-1.0,-1.0,0,-1.0,-1.0,0,0.21944839456202686,0.12171037364206526,-15,1,0,0,0,0,0
jojo,c5fda2c2-735a-44b2-8415-da32f2b452e0,162,RECEIVE,1,161,1,165.71540946200628,165.71540946200628,0,0.010274205020281552,0.027858654287521593,0.006052265226797922,-1,0.010846708703327528,0.0157447237156774,1.451566935769859,-1.0,-1.0,0,-1.0,-1.0,0,0.02018743890298447,0.016796788121662333,-1,0,1,0,0,0,0
jojo,c5fda2c2-735a-44b2-8415-da32f2b452e0,205,SET,2,204,1,174.35157261427528,174.35157261427528,0,0.010984277590994542,0.028900612971659072,0.005803456222034752,-15,0.020728931897627943,0.016871672922243865,0.8139190675895137,-1.0,-1.0,0,-1.0,-1.0,0,0.043710080098694246,0.03947642794330299,1,0,0,1,0,0,0
tutu,21266995-4de2-4213-ae15-70b609177122,143,SET,,143,0,163.18465493847594,163.18465493847594,0,0.020588702890320155,0.07106173096628515,0.0011031432338281509,15,0.02427853547395506,0.04885119838421133,2.012114710815928,-1.0,-1.0,0,-1.0,-1.0,0,0.029155963207860864,0.029155963207860864,0,0,0,1,0,0,0
tutu,21266995-4de2-4213-ae15-70b609177122,272,SET,,273,-1,175.95656274058,175.95656274058,0,0.015583801682870605,0.02423105383059567,0.009719160187618509,15,0.02027077638541718,0.022459210712318184,1.1079600645427357,-1.0,-1.0,0,-1.0,-1.0,0,0.029335334432824194,0.029335334432824194,0,0,0,1,0,0,0
jojo,68353726-5f14-4b57-8e7d-0e49706385a5,214,ATTACK,3,214,0,166.28768746744882,178.89234004419293,-2,0.02399274937402933,0.025952579241674708,0.0032530425674457165,11,0.01699298505090289,0.011096617008499928,0.6530116383472208,-1.0,-1.0,0,-1.0,-1.0,0,0.06182421136027669,0.06182421136027669,0,0,0,0,1,0,0
jojo,54be484e-ad20-4034-97ab-04b96ee221ff,138,SERVE,,138,0,13.956407580379606,105.88823107724346,-13,0.030021645133028452,0.033756832950072924,0.0031321369858764705,-8,0.030553655931747695,0.014591675412390972,0.4775754313980165,-1.0,-1.0,0,-1.0,-1.0,0,0.15855647713571583,0.15482067379357017,-1,1,0,0,0,0,0
jojo,c5fda2c2-735a-44b2-8415-da32f2b452e0,251,ATTACK,1,250,1,127.85044491061666,127.85044491061666,0,0.00890742961473306,0.019603771000887296,0.005738746494037331,5,0.01802796103451211,0.007549423688879016,0.41876192623373537,-1.0,-1.0,0,-1.0,-1.0,0,0.05904117600599926,0.05802245563503932,1,0,0,0,1,0,0
jojo,c5fda2c2-735a-44b2-8415-da32f2b452e0,274,DIG,4,272,2,162.57019273334086,162.57019273334086,0,0.01519241136240983,0.04286039645111411,0.0076497315492763535,-14,0.028191843449849836,0.04286039645111411,1.5203119486442243,-1.0,-1.0,0,-1.0,-1.0,0,0.061906421852403304,0.0605070679989057,1,0,0,0,0,1,0
tutu,21266995-4de2-4213-ae15-70b609177122,81,SERVE,1,79,2,157.60109492324347,179.6943034931002,-6,0.008030552975182003,0.016466252141439867,0.0010762168735400878,-2,0.001586736805449339,0.016466252141439867,10.37743126956514,-1.0,-1.0,0,-1.0,-1.0,0,0.06584307969996937,0.05722741127180743,2,1,0,0,0,0,0
tutu,21266995-4de2-4213-ae15-70b609177122,112,RECEIVE,2,113,-1,152.43537716091862,152.43537716091862,0,0.007571793758985068,0.04130467163980274,0.007571793758985068,0,0.026726808275304277,0.024184288565425746,0.9048700584189159,-1.0,-1.0,0,-1.0,-1.0,0,0.040554732016025746,0.03286403433836844,1,0,1,0,0,0,0
jojo,c5fda2c2-735a-44b2-8415-da32f2b452e0,313,SET,3,313,0,168.85055069283928,168.85055069283928,0,0.015027806155718079,0.03244097913532962,0.003928381299124426,-1,0.021446415276603854,0.03244097913532962,1.5126527541747203,-1.0,-1.0,0,-1.0,-1.0,0,0.0457396123644649,0.0457396123644649,0,0,0,1,0,0,0
jojo,c5fda2c2-735a-44b2-8415-da32f2b452e0,358,ATTACK,4,356,2,121.27074797746708,121.27074797746708,0,0.017623635830720356,0.028222088543736642,0.005895327378486692,-15,0.02128671720724022,0.01818945606256747,0.8544979428007207,-1.0,-1.0,0,-1.0,-1.0,0,0.06704211145849513,0.0593494667216476,1,0,0,0,1,0,0
jojo,86a271f8-7f66-464b-8c4f-524778ef689d,125,SERVE,4,125,0,104.16586107104736,174.729249435698,-7,0.07790991722433725,0.13423476105600649,0.001989142448994996,-6,0.02394550405184652,0.05484030495892847,2.2902130120204984,-1.0,-1.0,0,-1.0,-1.0,0,0.04315270386406503,0.04315270386406503,0,1,0,0,0,0,0
jojo,86a271f8-7f66-464b-8c4f-524778ef689d,160,RECEIVE,1,157,3,162.0871914436428,172.41607982959158,-1,0.0052757737832030555,0.021644106843534464,0.0052757737832030555,0,0.018309989275127427,0.014716497763962857,0.8037414737295328,-1.0,-1.0,0,-1.0,-1.0,0,0.024757169544630035,0.024710277266497886,1,0,1,0,0,0,0
tutu,21266995-4de2-4213-ae15-70b609177122,197,ATTACK,2,197,0,161.62775636848798,161.62775636848798,0,0.016956186144763043,0.040870523656890256,0.0019935036886719044,7,0.036072413445088054,0.00651180005427535,0.18052022119861943,-1.0,-1.0,0,-1.0,-1.0,0,0.10440461920496388,0.09683818309659284,1,0,0,0,1,0,0
jojo,54be484e-ad20-4034-97ab-04b96ee221ff,169,RECEIVE,,167,2,176.02577511184742,177.09117286450294,1,0.005255411274622798,0.021317583119292723,0.005255411274622798,0,0.01469939692396817,0.01652983580152087,1.1245247602347597,-1.0,-1.0,0,-1.0,-1.0,0,0.02084664587315193,0.02084664587315193,0,0,1,0,0,0,0
tutu,21266995-4de2-4213-ae15-70b609177122,226,DIG,1,221,5,161.93172408758352,171.12473532149622,1,0.008802192884341706,0.022155023771411854,0.000336854187647357,6,0.01569537714303528,0.006268843844275798,0.3994070220260719,-1.0,-1.0,0,-1.0,-1.0,0,0.04049745718640978,0.03759985473785165,1,0,0,0,0,1,0
tutu,21266995-4de2-4213-ae15-70b609177122,315,ATTACK,1,315,0,123.41801719155832,123.41801719155832,0,0.011663345897044873,0.01828410550937707,0.005235444809954252,-15,0.01828410550937707,0.014368915936115473,0.7858692309966337,-1.0,-1.0,0,-1.0,-1.0,0,0.08271324502461622,0.0756950031768261,2,0,0,0,1,0,0
jojo,68353726-5f14-4b57-8e7d-0e49706385a5,136,SERVE,1,131,5,168.53566736904176,168.53566736904176,0,0.003726306769092799,0.01756719068977031,0.0016032266520574418,1,0.0019283214757245671,0.01756719068977031,9.110094406416044,-1.0,-1.0,0,-1.0,-1.0,0,0.06081877086181642,0.01319675789141918,-15,1,0,0,0,0,0
jojo,68353726-5f14-4b57-8e7d-0e49706385a5,177,RECEIVE,4,176,1,167.1959403606123,167.1959403606123,0,0.006388504677243579,0.04917339401924975,0.006388504677243579,0,0.02748985546589504,0.03043954411905027,1.107300988061386,-1.0,-1.0,0,-1.0,-1.0,0,0.032370648291212674,0.032370648291212674,0,0,1,0,0,0,0
jojo,54be484e-ad20-4034-97ab-04b96ee221ff,210,ATTACK,,208,2,157.875419963506,161.84637417586586,1,0.01805350974523839,0.054454650098176294,0.007092216265651326,-15,0.019413633863091626,0.054454650098176294,2.8049694602360438,-1.0,-1.0,0,-1.0,-1.0,0,0.06103606675956066,0.05674100026038497,1,0,0,0,1,0,0
jojo,54be484e-ad20-4034-97ab-04b96ee221ff,258,DIG,,254,4,173.5371066845709,179.89054470700387,1,0.047786866489395834,0.07810815440582486,0.0025180462015918985,11,0.03308329134568445,0.06697030325200054,2.024293851304988,-1.0,-1.0,0,-1.0,-1.0,0,0.14742507526313342,0.1403319931331778,3,0,0,0,0,1,0
jojo,54be484e-ad20-4034-97ab-04b96ee221ff,309,SET,,310,-1,170.28804218153377,170.28804218153377,0,0.0027118708136430274,0.046421490104971014,0.0027118708136430274,0,0.04096939957457513,0.03650479070763041,0.8910257676874676,-1.0,-1.0,0,-1.0,-1.0,0,0.06486521029877938,0.06486521029877938,0,0,0,1,0,0,0
jojo,54be484e-ad20-4034-97ab-04b96ee221ff,361,ATTACK,,360,1,108.13688633851864,126.93354298832664,-1,0.005311156677279361,0.03727669520561849,0.005311156677279361,0,0.031802615538530914,0.025661892090791588,0.8069113705349347,-1.0,-1.0,0,-1.0,-1.0,0,0.09507242572647032,0.08727351410118192,1,0,0,0,1,0,0
tutu,7a9aadfd-aa9b-4ed5-a50c-fee5e6c1ed5b,100,SERVE,1,99,1,169.3514017084211,177.97252715793553,1,0.003638992950163165,0.013270664485564476,0.0010342265560325382,-10,0.0018042772019518966,0.013270664485564476,7.3551139875890765,-1.0,-1.0,0,-1.0,-1.0,0,0.06577312520309762,0.05363989726870699,2,1,0,0,0,0,0
tutu,7a9aadfd-aa9b-4ed5-a50c-fee5e6c1ed5b,129,RECEIVE,2,127,2,127.78352987246186,127.78352987246186,0,0.03694433376449677,0.0681663673995161,0.008610826009203102,-14,0.0235936428005582,0.05835560082907173,2.473361206760793,-1.0,-1.0,0,-1.0,-1.0,0,0.10581477033095268,0.10581477033095268,0,0,1,0,0,0,0
tutu,7a9aadfd-aa9b-4ed5-a50c-fee5e6c1ed5b,191,SET,3,190,1,174.77597586583886,174.77597586583886,0,0.047257599223394425,0.06330934737514453,0.0032721848009235823,-9,0.05924051408242195,0.06223217813020514,1.050500305308304,-1.0,-1.0,0,-1.0,-1.0,0,0.13458414755703654,0.13458414755703654,0,0,0,1,0,0,0
tutu,7a9aadfd-aa9b-4ed5-a50c-fee5e6c1ed5b,247,ATTACK,2,247,0,175.36811756925135,175.36811756925135,0,0.04945528836604069,0.07705463526058576,0.0010149313292499255,13,0.07705463526058576,0.03832072398783958,0.4973188680764677,-1.0,-1.0,0,-1.0,-1.0,0,0.09862802712130497,0.09862802712130497,0,0,0,0,1,0,0
tutu,7a9aadfd-aa9b-4ed5-a50c-fee5e6c1ed5b,304,DIG,3,305,-1,177.6272737452749,179.78554138455488,-1,0.010860715311460576,0.0250818764252286,0.0031663931988993553,-2,0.005154589545973494,0.020967277997316486,4.0676910955393275,-1.0,-1.0,0,-1.0,-1.0,0,0.04129069133232176,0.04129069133232176,0,0,0,0,0,1,0
tutu,7a9aadfd-aa9b-4ed5-a50c-fee5e6c1ed5b,349,SET,1,349,0,179.407598982156,179.7541694109209,-1,0.004859028710709809,0.02587117104577536,0.004859028710709809,0,0.01980398728597802,0.014507427703818736,0.7325508491964418,-1.0,-1.0,0,-1.0,-1.0,0,0.04507207689072834,0.04303086644451895,1,0,0,1,0,0,0
macho,5e2e58fb-3e83-4437-9028-2d2c9af0c8fb,43,SERVE,4,36,7,85.39803359504867,85.39803359504867,0,0.005935638262298436,0.03847223530866084,0.0016694536340523187,4,0.00781891717441612,0.003246664627841319,0.41523200149306666,-1.0,-1.0,0,-1.0,-1.0,0,0.31955342043186596,0.15712857263421517,-12,1,0,0,0,0,0
macho,5e2e58fb-3e83-4437-9028-2d2c9af0c8fb,84,RECEIVE,3,83,1,174.32738157840666,174.32738157840666,0,0.007594027336121508,0.050773929394590855,0.004337965943158644,15,0.04685649399231149,0.04334962328070919,0.9251572106061172,-1.0,-1.0,0,-1.0,-1.0,0,0.02011921601072419,0.011693194603807624,-1,0,1,0,0,0,0
macho,5e2e58fb-3e83-4437-9028-2d2c9af0c8fb,124,SET,4,122,2,179.0171521281284,179.0171521281284,0,0.005518778469265665,0.04713523073057495,0.0033682238935512734,-12,0.02064486095784023,0.02838769320530731,1.37504889295593,-1.0,-1.0,0,-1.0,-1.0,0,0.026642912174861186,0.026642912174861186,0,0,0,1,0,0,0
muchi,d5b199ea-f448-4ccf-a1b2-cc04de6720f8,93,RECEIVE,1,90,3,177.7697133999799,177.7697133999799,0,0.0565432151577595,0.06134899688947083,0.003014448786354796,-14,0.04044442003524627,0.021152663430428445,0.523005730135194,-1.0,-1.0,0,-1.0,-1.0,0,0.0740497519804942,0.0740497519804942,0,0,1,0,0,0,0
gugu,62b6c286-fe10-4f2e-9349-9140ff4fa659,171,SET,2,171,0,178.7354843666401,178.7354843666401,0,0.030241743667248994,0.055905735008117866,0.002629827731944644,14,0.027948192259578238,0.05370321668735082,1.9215273813978424,0.037407381489178895,0.037407381489178895,0,0.03256425411869407,0.03256425411869407,0,0.04213856703072526,0.04213856703072526,0,0,0,1,0,0,0
tutu,85f7b2a6-4bb0-4496-8916-cf540540426b,248,SET,,247,1,178.89724198835577,179.46775036044676,1,0.019571653008972553,0.045435018352158976,0.014899835762308362,15,0.034905491520508425,0.02699574445694073,0.7733953392714613,-1.0,-1.0,0,-1.0,-1.0,0,0.05924144798811793,0.05924144798811793,0,0,0,1,0,0,0
tutu,85f7b2a6-4bb0-4496-8916-cf540540426b,298,ATTACK,,298,0,106.51279557023653,106.51279557023653,0,0.021513094477203787,0.027190443593498204,0.006180023674195938,8,0.027190443593498204,0.009530258139025478,0.3505002816983964,-1.0,-1.0,0,-1.0,-1.0,0,0.049578581369276814,0.049578581369276814,0,0,0,0,1,0,0
tutu,281eafcd-bc7f-4ce1-afd7-558d3def3143,146,RECEIVE,,137,9,4.654130297871949,6.76305753379775,-13,0.014904925811913605,0.022981620581317422,0.01312557243381176,3,0.022796310676668128,0.01312557243381176,0.5757761692222284,-1.0,-1.0,0,-1.0,-1.0,0,0.06424194292534763,0.05151008869521181,2,0,1,0,0,0,0
tutu,281eafcd-bc7f-4ce1-afd7-558d3def3143,197,SET,,198,-1,178.95546311545422,178.95546311545422,0,0.023313373174297783,0.027544324820480758,0.011447207639327115,-15,0.016289234327625014,0.027544324820480758,1.6909527032690645,-1.0,-1.0,0,-1.0,-1.0,0,0.027600441342373883,0.027600441342373883,0,0,0,1,0,0,0
tutu,281eafcd-bc7f-4ce1-afd7-558d3def3143,241,ATTACK,,241,0,110.5515704527332,140.9661330889329,14,0.016074655391200236,0.04802990531836804,0.005183040992604228,-15,0.018341130637901947,0.017808819703636423,0.9709772017453764,-1.0,-1.0,0,-1.0,-1.0,0,0.07584300461287151,0.05433127389473111,14,0,0,0,1,0,0
tutu,0585f707-370b-48d0-9deb-355e209e4df3,154,SERVE,,153,1,178.75337454832314,178.75337454832314,0,0.010822104105551093,0.023486701253158816,0.0009220110279247838,-6,0.0018225036536435976,0.010287349393399432,5.6446248394798495,-1.0,-1.0,0,-1.0,-1.0,0,0.04640240246371115,0.021400991617951302,-15,1,0,0,0,0,0
tutu,0585f707-370b-48d0-9deb-355e209e4df3,357,SET,,355,2,179.36401852482584,179.55186315246658,1,0.011889663791842815,0.024621683153923705,0.005675711307107344,1,0.02014299786026843,0.024621683153923705,1.222344525116064,-1.0,-1.0,0,-1.0,-1.0,0,0.02733940743686063,0.02733940743686063,0,0,0,1,0,0,0
gugu,62b6c286-fe10-4f2e-9349-9140ff4fa659,90,SERVE,3,92,-2,176.15107546422908,177.29801165028474,-1,0.009329447052545074,0.016134569561607966,0.0010148669308906002,-6,0.0019224780889546382,0.016134569561607966,8.392589571921341,0.05552183905726666,0.03402097965567104,1,0.0625023640528421,0.05831167588201499,-2,0.07004909392992371,0.06639646311599758,-15,1,0,0,0,0,0
gugu,62b6c286-fe10-4f2e-9349-9140ff4fa659,212,ATTACK,1,211,1,26.086584109851664,26.086584109851664,0,0.015814520697759078,0.024745613234170807,0.008746009651679376,8,0.023840009314949867,0.014565641686168626,0.6109746642185512,0.05860889327562042,0.004207979699460046,3,0.07126978632330577,0.019962366724042616,6,0.10771268498315426,0.04992259283876277,15,0,0,0,1,0,0
match,6c147b7a-f932-4b79-8ebe-745ff9cdc92f,181,ATTACK,3,180,1,156.4473123652309,160.72561073128685,-2,0.03457003935089587,0.03457003935089587,0.0015403122475820773,-13,0.01779447043531223,0.01801735475572792,1.0125254820718568,-1.0,-1.0,0,-1.0,-1.0,0,0.0592559436115175,0.0592559436115175,0,0,0,0,1,0,0
tutu,5c792f3f-b297-4749-b315-a39f5ea9eb1d,218,ATTACK,,216,2,136.48218527386777,146.75017367795735,-1,0.007459256858836721,0.02538837945375135,0.007459256858836721,0,0.02199797654948593,0.013028920141400613,0.5922781175846414,-1.0,-1.0,0,-1.0,-1.0,0,0.0875158913602431,0.0875158913602431,0,0,0,0,1,0,0
